Sub,Type,Year,Median_Price
Yarraville-Seddon,All properties,2017,450
Group Total,All properties,2017,360
Broadmeadows-Roxburgh Park,All properties,2017,345
Brunswick,All properties,2017,440
Coburg-Pascoe Vale South,All properties,2017,418
Craigieburn,All properties,2017,350
East Brunswick,All properties,2017,420
Essendon,All properties,2017,390
Gladstone Park-Tullamarine,All properties,2017,360
Keilor,All properties,2017,400
Moonee Ponds-Ascot Vale,All properties,2017,410
Oak Park-Glenroy-Fawkner,All properties,2017,360
Pascoe Vale-Coburg North,All properties,2017,390
Sunbury,All properties,2017,340
West Brunswick,All properties,2017,350
Group Total,All properties,2017,375
Bundoora-Greensborough-Hurstbridge,All properties,2017,370
Eltham-Research-Montmorency,All properties,2017,415
Fairfield-Alphington,All properties,2017,375
Heidelberg-Heidelberg West,All properties,2017,390
Ivanhoe-Ivanhoe East,All properties,2017,450
Mill Park-Epping,All properties,2017,350
Northcote,All properties,2017,460
Preston,All properties,2017,395
Reservoir,All properties,2017,350
Thomastown-Lalor,All properties,2017,340
Thornbury,All properties,2017,370
Whittlesea,All properties,2017,350
Group Total,All properties,2017,370
Bayswater,All properties,2017,360
Boronia,All properties,2017,360
Croydon-Lilydale,All properties,2017,380
Ferntree Gully,All properties,2017,380
Ringwood,All properties,2017,380
Rowville,All properties,2017,440
Wantirna-Scoresby,All properties,2017,420
Yarra Ranges,All properties,2017,370
Group Total,All properties,2017,380
Berwick,All properties,2017,390
Cranbourne,All properties,2017,375
Dandenong,All properties,2017,330
Dandenong North-Endeavour Hills,All properties,2017,340
Narre Warren-Hampton Park,All properties,2017,360
Noble Park,All properties,2017,330
Pakenham,All properties,2017,340
Springvale,All properties,2017,365
Group Total,All properties,2017,355
Dromana-Portsea,All properties,2017,360
Frankston,All properties,2017,340
Hastings-Flinders,All properties,2017,350
Mt Eliza-Mornington-Mt Martha,All properties,2017,450
Seaford-Carrum Downs,All properties,2017,350
Group Total,All properties,2017,360
Belmont-Grovedale,All properties,2017,350
Corio,All properties,2017,255
Geelong-Newcombe,All properties,2017,310
Herne Hill-Geelong West,All properties,2017,320
Lara,All properties,2017,350
Newtown,All properties,2017,350
North Geelong,All properties,2017,320
Group Total,All properties,2017,320
Ballarat,All properties,2017,275
Mount Clear-Buninyong,All properties,2017,310
Sebastopol-Delacombe,All properties,2017,255
Wendouree-Alfredton,All properties,2017,295
Group Total,All properties,2017,280
Bendigo,All properties,2017,275
Flora Hill-Bendigo East,All properties,2017,280
Golden Square-Kangaroo Flat,All properties,2017,280
North Bendigo,All properties,2017,280
Group Total,All properties,2017,280
Bairnsdale,All properties,2017,280
Benalla,All properties,2017,240
Castlemaine,All properties,2017,310
Echuca,All properties,2017,300
Hamilton,All properties,2017,230
Horsham,All properties,2017,260
Mildura,All properties,2017,280
Moe-Newborough,All properties,2017,205
Morwell,All properties,2017,200
Ocean Grove-Barwon Heads,All properties,2017,380
Portland,All properties,2017,230
Sale-Maffra,All properties,2017,270
Seymour,All properties,2017,260
Shepparton,All properties,2017,270
Swan Hill,All properties,2017,245
Torquay,All properties,2017,460
Traralgon,All properties,2017,275
Wanagaratta,All properties,2017,265
Warragul,All properties,2017,300
Warrnambool,All properties,2017,290
Wodonga,All properties,2017,300
Group Total,All properties,2017,275
Albert Park-Middle Park-West St Kilda,1 bedroom flat,2018,350
Armadale,1 bedroom flat,2018,395
Carlton North,1 bedroom flat,2018,348
Carlton-Parkville,1 bedroom flat,2018,375
CBD-St Kilda Rd,1 bedroom flat,2018,420
Collingwood-Abbotsford,1 bedroom flat,2018,400
Docklands,1 bedroom flat,2018,450
East Melbourne,1 bedroom flat,2018,400
East St Kilda,1 bedroom flat,2018,320
Elwood,1 bedroom flat,2018,340
Fitzroy,1 bedroom flat,2018,420
Fitzroy North-Clifton Hill,1 bedroom flat,2018,360
Flemington-Kensington,1 bedroom flat,2018,370
North Melbourne-West Melbourne,1 bedroom flat,2018,380
Port Melbourne,1 bedroom flat,2018,430
Prahran-Windsor,1 bedroom flat,2018,350
Richmond-Burnley,1 bedroom flat,2018,395
South Melbourne,1 bedroom flat,2018,410
South Yarra,1 bedroom flat,2018,390
Southbank,1 bedroom flat,2018,440
St Kilda,1 bedroom flat,2018,360
Toorak,1 bedroom flat,2018,340
Group Total,1 bedroom flat,2018,399
Balwyn,1 bedroom flat,2018,380
Blackburn,1 bedroom flat,2018,350
Box Hill,1 bedroom flat,2018,300
Bulleen-Templestowe-Doncaster,1 bedroom flat,2018,360
Burwood-Ashburton,1 bedroom flat,2018,230
Camberwell-Glen Iris,1 bedroom flat,2018,360
Canterbury-Surrey Hills-Mont Albert,1 bedroom flat,2018,370
Chadstone-Oakleigh,1 bedroom flat,2018,380
Clayton,1 bedroom flat,2018,279
Doncaster East-Donvale,1 bedroom flat,2018,350
East Hawthorn,1 bedroom flat,2018,360
Glen Waverley-Mulgrave,1 bedroom flat,2018,360
Hawthorn,1 bedroom flat,2018,310
Kew,1 bedroom flat,2018,375
Mount Waverley,1 bedroom flat,2018,340
Nunawading-Mitcham,1 bedroom flat,2018,330
Vermont-Forest Hill-Burwood East,1 bedroom flat,2018,260
Group Total,1 bedroom flat,2018,320
Aspendale-Chelsea-Carrum,1 bedroom flat,2018,303
Bentleigh,1 bedroom flat,2018,310
Brighton,1 bedroom flat,2018,400
Brighton East,1 bedroom flat,2018,-
Carnegie,1 bedroom flat,2018,300
Caulfield,1 bedroom flat,2018,295
Cheltenham,1 bedroom flat,2018,345
Elsternwick,1 bedroom flat,2018,320
Hampton-Beaumaris,1 bedroom flat,2018,350
Malvern,1 bedroom flat,2018,350
Malvern East,1 bedroom flat,2018,280
Mentone-Parkdale-Mordialloc,1 bedroom flat,2018,295
Murrumbeena-Hughesdale,1 bedroom flat,2018,300
Group Total,1 bedroom flat,2018,305
Altona,1 bedroom flat,2018,278
Footscray,1 bedroom flat,2018,270
Keilor East-Avondale Heights,1 bedroom flat,2018,340
Melton,1 bedroom flat,2018,328
Newport-Spotswood,1 bedroom flat,2018,295
St Albans-Deer Park,1 bedroom flat,2018,250
Sunshine,1 bedroom flat,2018,235
Sydenham,1 bedroom flat,2018,-
Werribee-Hoppers Crossing,1 bedroom flat,2018,280
West Footscray,1 bedroom flat,2018,260
Williamstown,1 bedroom flat,2018,360
Yarraville-Seddon,1 bedroom flat,2018,290
Group Total,1 bedroom flat,2018,280
Broadmeadows-Roxburgh Park,1 bedroom flat,2018,250
Brunswick,1 bedroom flat,2018,350
Coburg-Pascoe Vale South,1 bedroom flat,2018,320
Craigieburn,1 bedroom flat,2018,290
East Brunswick,1 bedroom flat,2018,370
Essendon,1 bedroom flat,2018,320
Gladstone Park-Tullamarine,1 bedroom flat,2018,250
Keilor,1 bedroom flat,2018,-
Moonee Ponds-Ascot Vale,1 bedroom flat,2018,310
Oak Park-Glenroy-Fawkner,1 bedroom flat,2018,275
Pascoe Vale-Coburg North,1 bedroom flat,2018,219
Sunbury,1 bedroom flat,2018,240
West Brunswick,1 bedroom flat,2018,300
Group Total,1 bedroom flat,2018,320
Bundoora-Greensborough-Hurstbridge,1 bedroom flat,2018,293
Eltham-Research-Montmorency,1 bedroom flat,2018,285
Fairfield-Alphington,1 bedroom flat,2018,300
Heidelberg-Heidelberg West,1 bedroom flat,2018,350
Ivanhoe-Ivanhoe East,1 bedroom flat,2018,360
Mill Park-Epping,1 bedroom flat,2018,295
Northcote,1 bedroom flat,2018,335
Preston,1 bedroom flat,2018,330
Reservoir,1 bedroom flat,2018,300
Thomastown-Lalor,1 bedroom flat,2018,300
Thornbury,1 bedroom flat,2018,300
Whittlesea,1 bedroom flat,2018,265
Group Total,1 bedroom flat,2018,300
Bayswater,1 bedroom flat,2018,-
Boronia,1 bedroom flat,2018,298
Croydon-Lilydale,1 bedroom flat,2018,265
Ferntree Gully,1 bedroom flat,2018,-
Ringwood,1 bedroom flat,2018,300
Rowville,1 bedroom flat,2018,-
Wantirna-Scoresby,1 bedroom flat,2018,330
Yarra Ranges,1 bedroom flat,2018,260
Group Total,1 bedroom flat,2018,280
Berwick,1 bedroom flat,2018,-
Cranbourne,1 bedroom flat,2018,270
Dandenong,1 bedroom flat,2018,250
Dandenong North-Endeavour Hills,1 bedroom flat,2018,255
Narre Warren-Hampton Park,1 bedroom flat,2018,265
Noble Park,1 bedroom flat,2018,225
Pakenham,1 bedroom flat,2018,240
Springvale,1 bedroom flat,2018,260
Group Total,1 bedroom flat,2018,250
Dromana-Portsea,1 bedroom flat,2018,245
Frankston,1 bedroom flat,2018,235
Hastings-Flinders,1 bedroom flat,2018,-
Mt Eliza-Mornington-Mt Martha,1 bedroom flat,2018,285
Seaford-Carrum Downs,1 bedroom flat,2018,240
Group Total,1 bedroom flat,2018,240
Belmont-Grovedale,1 bedroom flat,2018,240
Corio,1 bedroom flat,2018,185
Geelong-Newcombe,1 bedroom flat,2018,225
Herne Hill-Geelong West,1 bedroom flat,2018,220
Lara,1 bedroom flat,2018,-
Newtown,1 bedroom flat,2018,225
North Geelong,1 bedroom flat,2018,200
Group Total,1 bedroom flat,2018,220
Ballarat,1 bedroom flat,2018,180
Mount Clear-Buninyong,1 bedroom flat,2018,178
Sebastopol-Delacombe,1 bedroom flat,2018,300
Wendouree-Alfredton,1 bedroom flat,2018,165
Group Total,1 bedroom flat,2018,175
Bendigo,1 bedroom flat,2018,190
Flora Hill-Bendigo East,1 bedroom flat,2018,170
Golden Square-Kangaroo Flat,1 bedroom flat,2018,338
North Bendigo,1 bedroom flat,2018,180
Group Total,1 bedroom flat,2018,185
Bairnsdale,1 bedroom flat,2018,165
Benalla,1 bedroom flat,2018,153
Castlemaine,1 bedroom flat,2018,-
Echuca,1 bedroom flat,2018,150
Hamilton,1 bedroom flat,2018,150
Horsham,1 bedroom flat,2018,230
Mildura,1 bedroom flat,2018,190
Moe-Newborough,1 bedroom flat,2018,135
Morwell,1 bedroom flat,2018,155
Ocean Grove-Barwon Heads,1 bedroom flat,2018,230
Portland,1 bedroom flat,2018,155
Sale-Maffra,1 bedroom flat,2018,160
Seymour,1 bedroom flat,2018,178
Shepparton,1 bedroom flat,2018,170
Swan Hill,1 bedroom flat,2018,145
Torquay,1 bedroom flat,2018,250
Traralgon,1 bedroom flat,2018,170
Wanagaratta,1 bedroom flat,2018,183
Warragul,1 bedroom flat,2018,188
Warrnambool,1 bedroom flat,2018,198
Wodonga,1 bedroom flat,2018,175
Group Total,1 bedroom flat,2018,170
Albert Park-Middle Park-West St Kilda,2 bedroom flat,2018,500
Armadale,2 bedroom flat,2018,510
Carlton North,2 bedroom flat,2018,490
Carlton-Parkville,2 bedroom flat,2018,520
CBD-St Kilda Rd,2 bedroom flat,2018,590
Collingwood-Abbotsford,2 bedroom flat,2018,525
Docklands,2 bedroom flat,2018,620
East Melbourne,2 bedroom flat,2018,570
East St Kilda,2 bedroom flat,2018,425
Elwood,2 bedroom flat,2018,450
Fitzroy,2 bedroom flat,2018,590
Fitzroy North-Clifton Hill,2 bedroom flat,2018,490
Flemington-Kensington,2 bedroom flat,2018,410
North Melbourne-West Melbourne,2 bedroom flat,2018,520
Port Melbourne,2 bedroom flat,2018,595
Prahran-Windsor,2 bedroom flat,2018,505
Richmond-Burnley,2 bedroom flat,2018,550
South Melbourne,2 bedroom flat,2018,550
South Yarra,2 bedroom flat,2018,550
Southbank,2 bedroom flat,2018,580
St Kilda,2 bedroom flat,2018,480
Toorak,2 bedroom flat,2018,495
Group Total,2 bedroom flat,2018,550
Balwyn,2 bedroom flat,2018,420
Blackburn,2 bedroom flat,2018,400
Box Hill,2 bedroom flat,2018,450
Bulleen-Templestowe-Doncaster,2 bedroom flat,2018,435
Burwood-Ashburton,2 bedroom flat,2018,445
Camberwell-Glen Iris,2 bedroom flat,2018,450
Canterbury-Surrey Hills-Mont Albert,2 bedroom flat,2018,430
Chadstone-Oakleigh,2 bedroom flat,2018,400
Clayton,2 bedroom flat,2018,380
Doncaster East-Donvale,2 bedroom flat,2018,410
East Hawthorn,2 bedroom flat,2018,450
Glen Waverley-Mulgrave,2 bedroom flat,2018,400
Hawthorn,2 bedroom flat,2018,450
Kew,2 bedroom flat,2018,425
Mount Waverley,2 bedroom flat,2018,400
Nunawading-Mitcham,2 bedroom flat,2018,385
Vermont-Forest Hill-Burwood East,2 bedroom flat,2018,380
Group Total,2 bedroom flat,2018,420
Aspendale-Chelsea-Carrum,2 bedroom flat,2018,375
Bentleigh,2 bedroom flat,2018,430
Brighton,2 bedroom flat,2018,540
Brighton East,2 bedroom flat,2018,445
Carnegie,2 bedroom flat,2018,430
Caulfield,2 bedroom flat,2018,448
Cheltenham,2 bedroom flat,2018,410
Elsternwick,2 bedroom flat,2018,450
Hampton-Beaumaris,2 bedroom flat,2018,470
Malvern,2 bedroom flat,2018,460
Malvern East,2 bedroom flat,2018,430
Mentone-Parkdale-Mordialloc,2 bedroom flat,2018,395
Murrumbeena-Hughesdale,2 bedroom flat,2018,430
Group Total,2 bedroom flat,2018,430
Altona,2 bedroom flat,2018,340
Footscray,2 bedroom flat,2018,380
Keilor East-Avondale Heights,2 bedroom flat,2018,400
Melton,2 bedroom flat,2018,270
Newport-Spotswood,2 bedroom flat,2018,350
St Albans-Deer Park,2 bedroom flat,2018,308
Sunshine,2 bedroom flat,2018,310
Sydenham,2 bedroom flat,2018,340
Werribee-Hoppers Crossing,2 bedroom flat,2018,300
West Footscray,2 bedroom flat,2018,350
Williamstown,2 bedroom flat,2018,390
Yarraville-Seddon,2 bedroom flat,2018,370
Group Total,2 bedroom flat,2018,340
Broadmeadows-Roxburgh Park,2 bedroom flat,2018,340
Brunswick,2 bedroom flat,2018,450
Coburg-Pascoe Vale South,2 bedroom flat,2018,400
Craigieburn,2 bedroom flat,2018,325
East Brunswick,2 bedroom flat,2018,460
Essendon,2 bedroom flat,2018,380
Gladstone Park-Tullamarine,2 bedroom flat,2018,330
Keilor,2 bedroom flat,2018,-
Moonee Ponds-Ascot Vale,2 bedroom flat,2018,400
Oak Park-Glenroy-Fawkner,2 bedroom flat,2018,360
Pascoe Vale-Coburg North,2 bedroom flat,2018,380
Sunbury,2 bedroom flat,2018,320
West Brunswick,2 bedroom flat,2018,385
Group Total,2 bedroom flat,2018,380
Bundoora-Greensborough-Hurstbridge,2 bedroom flat,2018,360
Eltham-Research-Montmorency,2 bedroom flat,2018,370
Fairfield-Alphington,2 bedroom flat,2018,420
Heidelberg-Heidelberg West,2 bedroom flat,2018,390
Ivanhoe-Ivanhoe East,2 bedroom flat,2018,420
Mill Park-Epping,2 bedroom flat,2018,325
Northcote,2 bedroom flat,2018,480
Preston,2 bedroom flat,2018,400
Reservoir,2 bedroom flat,2018,350
Thomastown-Lalor,2 bedroom flat,2018,320
Thornbury,2 bedroom flat,2018,400
Whittlesea,2 bedroom flat,2018,300
Group Total,2 bedroom flat,2018,370
Bayswater,2 bedroom flat,2018,350
Boronia,2 bedroom flat,2018,355
Croydon-Lilydale,2 bedroom flat,2018,350
Ferntree Gully,2 bedroom flat,2018,350
Ringwood,2 bedroom flat,2018,350
Rowville,2 bedroom flat,2018,370
Wantirna-Scoresby,2 bedroom flat,2018,370
Yarra Ranges,2 bedroom flat,2018,320
Group Total,2 bedroom flat,2018,350
Berwick,2 bedroom flat,2018,330
Cranbourne,2 bedroom flat,2018,303
Dandenong,2 bedroom flat,2018,300
Dandenong North-Endeavour Hills,2 bedroom flat,2018,320
Narre Warren-Hampton Park,2 bedroom flat,2018,320
Noble Park,2 bedroom flat,2018,330
Pakenham,2 bedroom flat,2018,290
Springvale,2 bedroom flat,2018,350
Group Total,2 bedroom flat,2018,320
Dromana-Portsea,2 bedroom flat,2018,320
Frankston,2 bedroom flat,2018,315
Hastings-Flinders,2 bedroom flat,2018,313
Mt Eliza-Mornington-Mt Martha,2 bedroom flat,2018,370
Seaford-Carrum Downs,2 bedroom flat,2018,320
Group Total,2 bedroom flat,2018,320
Belmont-Grovedale,2 bedroom flat,2018,300
Corio,2 bedroom flat,2018,260
Geelong-Newcombe,2 bedroom flat,2018,300
Herne Hill-Geelong West,2 bedroom flat,2018,285
Lara,2 bedroom flat,2018,288
Newtown,2 bedroom flat,2018,310
North Geelong,2 bedroom flat,2018,310
Group Total,2 bedroom flat,2018,300
Ballarat,2 bedroom flat,2018,250
Mount Clear-Buninyong,2 bedroom flat,2018,245
Sebastopol-Delacombe,2 bedroom flat,2018,240
Wendouree-Alfredton,2 bedroom flat,2018,234
Group Total,2 bedroom flat,2018,240
Bendigo,2 bedroom flat,2018,250
Flora Hill-Bendigo East,2 bedroom flat,2018,250
Golden Square-Kangaroo Flat,2 bedroom flat,2018,260
North Bendigo,2 bedroom flat,2018,250
Group Total,2 bedroom flat,2018,250
Bairnsdale,2 bedroom flat,2018,240
Benalla,2 bedroom flat,2018,200
Castlemaine,2 bedroom flat,2018,280
Echuca,2 bedroom flat,2018,250
Hamilton,2 bedroom flat,2018,190
Horsham,2 bedroom flat,2018,215
Mildura,2 bedroom flat,2018,205
Moe-Newborough,2 bedroom flat,2018,170
Morwell,2 bedroom flat,2018,180
Ocean Grove-Barwon Heads,2 bedroom flat,2018,330
Portland,2 bedroom flat,2018,175
Sale-Maffra,2 bedroom flat,2018,225
Seymour,2 bedroom flat,2018,220
Shepparton,2 bedroom flat,2018,220
Swan Hill,2 bedroom flat,2018,230
Torquay,2 bedroom flat,2018,340
Traralgon,2 bedroom flat,2018,230
Wanagaratta,2 bedroom flat,2018,220
Warragul,2 bedroom flat,2018,270
Warrnambool,2 bedroom flat,2018,250
Wodonga,2 bedroom flat,2018,230
Group Total,2 bedroom flat,2018,225
Albert Park-Middle Park-West St Kilda,3 bedroom flat,2018,835
Armadale,3 bedroom flat,2018,703
Carlton North,3 bedroom flat,2018,650
Carlton-Parkville,3 bedroom flat,2018,652
CBD-St Kilda Rd,3 bedroom flat,2018,825
Collingwood-Abbotsford,3 bedroom flat,2018,795
Docklands,3 bedroom flat,2018,930
East Melbourne,3 bedroom flat,2018,920
East St Kilda,3 bedroom flat,2018,555
Elwood,3 bedroom flat,2018,620
Fitzroy,3 bedroom flat,2018,795
Fitzroy North-Clifton Hill,3 bedroom flat,2018,710
Flemington-Kensington,3 bedroom flat,2018,565
North Melbourne-West Melbourne,3 bedroom flat,2018,700
Port Melbourne,3 bedroom flat,2018,850
Prahran-Windsor,3 bedroom flat,2018,680
Richmond-Burnley,3 bedroom flat,2018,770
South Melbourne,3 bedroom flat,2018,720
South Yarra,3 bedroom flat,2018,795
Southbank,3 bedroom flat,2018,800
St Kilda,3 bedroom flat,2018,678
Toorak,3 bedroom flat,2018,750
Group Total,3 bedroom flat,2018,770
Balwyn,3 bedroom flat,2018,620
Blackburn,3 bedroom flat,2018,480
Box Hill,3 bedroom flat,2018,510
Bulleen-Templestowe-Doncaster,3 bedroom flat,2018,535
Burwood-Ashburton,3 bedroom flat,2018,550
Camberwell-Glen Iris,3 bedroom flat,2018,625
Canterbury-Surrey Hills-Mont Albert,3 bedroom flat,2018,580
Chadstone-Oakleigh,3 bedroom flat,2018,500
Clayton,3 bedroom flat,2018,475
Doncaster East-Donvale,3 bedroom flat,2018,475
East Hawthorn,3 bedroom flat,2018,593
Glen Waverley-Mulgrave,3 bedroom flat,2018,490
Hawthorn,3 bedroom flat,2018,655
Kew,3 bedroom flat,2018,575
Mount Waverley,3 bedroom flat,2018,510
Nunawading-Mitcham,3 bedroom flat,2018,480
Vermont-Forest Hill-Burwood East,3 bedroom flat,2018,480
Group Total,3 bedroom flat,2018,520
Aspendale-Chelsea-Carrum,3 bedroom flat,2018,460
Bentleigh,3 bedroom flat,2018,575
Brighton,3 bedroom flat,2018,750
Brighton East,3 bedroom flat,2018,648
Carnegie,3 bedroom flat,2018,560
Caulfield,3 bedroom flat,2018,600
Cheltenham,3 bedroom flat,2018,500
Elsternwick,3 bedroom flat,2018,585
Hampton-Beaumaris,3 bedroom flat,2018,650
Malvern,3 bedroom flat,2018,695
Malvern East,3 bedroom flat,2018,580
